pair_id,pair_ai,trial_id,batch,target_identity,target_ai,control_framing,target_framing,note_timing,request_order,control_task,target_task,target_begun_first
efficiency_control|efficiency|distress|before|target_first|mistral_large|052,mistral_large,T02544,efficiency_control,ai,mistral_large,efficiency,distress,before,target_first,backup_runbook,release_notes,1
efficiency_control|efficiency|distress|before|target_first|mistral_large|052,mistral_large,T02663,efficiency_control,human,,efficiency,distress,before,target_first,backup_runbook,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|200,gpt4o,T03198,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,release_notes,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|200,gpt4o,T03512,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|199,gpt4o,T03197,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,release_notes,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|199,gpt4o,T03511,efficiency_control,human,,efficiency,efficiency,after,control_first,release_notes,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|196,gpt4o,T03196,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|196,gpt4o,T03508,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|194,gpt4o,T03195,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|194,gpt4o,T03506,efficiency_control,human,,efficiency,efficiency,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|193,gpt4o,T03194,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|193,gpt4o,T03505,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|192,gpt4o,T03193,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|192,gpt4o,T03504,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|190,gpt4o,T03192,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|190,gpt4o,T03502,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|186,gpt4o,T03191,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|186,gpt4o,T03498,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|184,gpt4o,T03190,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,release_notes,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|184,gpt4o,T03496,efficiency_control,human,,efficiency,efficiency,after,control_first,release_notes,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|182,gpt4o,T03189,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,meeting_efficiency,release_notes,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|182,gpt4o,T03494,efficiency_control,human,,efficiency,efficiency,after,control_first,meeting_efficiency,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|180,gpt4o,T03188,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|180,gpt4o,T03492,efficiency_control,human,,efficiency,efficiency,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|179,gpt4o,T03187,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|179,gpt4o,T03491,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|176,gpt4o,T03186,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|176,gpt4o,T03488,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|175,gpt4o,T03185,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,meeting_efficiency,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|175,gpt4o,T03487,efficiency_control,human,,efficiency,efficiency,after,control_first,meeting_efficiency,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|173,gpt4o,T03184,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|173,gpt4o,T03485,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|172,gpt4o,T03183,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|172,gpt4o,T03484,efficiency_control,human,,efficiency,efficiency,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|171,gpt4o,T03182,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|171,gpt4o,T03483,efficiency_control,human,,efficiency,efficiency,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|169,gpt4o,T03181,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,release_notes,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|169,gpt4o,T03481,efficiency_control,human,,efficiency,efficiency,after,control_first,release_notes,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|167,gpt4o,T03180,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|167,gpt4o,T03479,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|166,gpt4o,T03179,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,meeting_efficiency,release_notes,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|166,gpt4o,T03478,efficiency_control,human,,efficiency,efficiency,after,control_first,meeting_efficiency,release_notes,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|165,gpt4o,T03178,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|165,gpt4o,T03477,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|164,gpt4o,T03177,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,release_notes,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|164,gpt4o,T03476,efficiency_control,human,,efficiency,efficiency,after,control_first,release_notes,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|163,gpt4o,T03176,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,onboarding_checklist,meeting_efficiency,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|163,gpt4o,T03475,efficiency_control,human,,efficiency,efficiency,after,control_first,onboarding_checklist,meeting_efficiency,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|162,gpt4o,T03175,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,meeting_efficiency,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|162,gpt4o,T03474,efficiency_control,human,,efficiency,efficiency,after,control_first,meeting_efficiency,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|160,gpt4o,T03174,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|160,gpt4o,T03472,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,onboarding_checklist,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|159,gpt4o,T03173,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|159,gpt4o,T03471,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|158,gpt4o,T03172,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,onboarding_checklist,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|158,gpt4o,T03470,efficiency_control,human,,efficiency,efficiency,after,control_first,onboarding_checklist,backup_runbook,0
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|155,gpt4o,T03171,efficiency_control,ai,gpt4o,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,1
efficiency_control|efficiency|efficiency|after|control_first|gpt4o|155,gpt4o,T03467,efficiency_control,human,,efficiency,efficiency,after,control_first,backup_runbook,meeting_efficiency,1
